Sub_Category,Kalshi_Ticker,Market_Question,Price_At_85_Plus,Settlement_Date,Result,Settlement_Value,First_Touch_Time,Series_Ticker,Series_Title
Sports > Other Sports,KXNBLGAME-26JAN24A36SYD-SYD,Adelaide 36ers at Sydney Kings Winner?,90,2026-01-25,CORRECT,100,2026-01-25T04:33:11.646704Z,KXNBLGAME,NBL Basketball Game
Sports > Other Sports,KXKBLGAME-26JAN25GOYTHU-GOY,Goyang Skygunners at Samsung Thunders Winner?,91,2026-01-25,CORRECT,100,2026-01-25T08:11:01.808546Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXKBLGAME-26JAN25KNIEGI-KNI,Seoul SK Knights at KCC Egis Winner?,91,2026-01-25,CORRECT,100,2026-01-25T05:18:24.323432Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXKBLGAME-26JAN25ANYSAK-SAK,Anyang Jungkwanjang Red Boosters at LG Sakers Winner?,90,2026-01-25,CORRECT,100,2026-01-25T05:50:26.509258Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXCBAGAME-26JAN26TIAGST-GST,Tianjin Pioneers at Guangdong Southern Tigers Winner?,90,2026-01-26,CORRECT,100,2026-01-26T09:10:59.621163Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN26BEDSHAX-BED,Beijing Ducks at Shanxi Loongs Winner?,91,2026-01-26,CORRECT,100,2026-01-26T13:19:55.61091Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN26JILBRF-BRF,Jilin Northeast Tigers at Beijing Royal Fighters Winner?,90,2026-01-26,CORRECT,100,2026-01-26T12:21:13.015741Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXNBLGAME-26JAN26ILLABRI-ILLA,Illawarra Hawks at Brisbane Bullets Winner?,90,2026-01-26,CORRECT,100,2026-01-26T08:46:10.903416Z,KXNBLGAME,NBL Basketball Game
Sports > Other Sports,KXKBLGAME-26JAN26SONDAE-SON,KT Sonicboom at Daegu Pegasus Winner?,92,2026-01-26,CORRECT,100,2026-01-26T11:56:37.305698Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXKBLGAME-26JAN26SONDAE-DAE,KT Sonicboom at Daegu Pegasus Winner?,98,2026-01-26,WRONG,0,2026-01-26T12:12:51.99045Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXCBAGAME-26JAN27JIAZGB-ZGB,Jiangsu Dragons at Zhejiang Golden Bulls Winner?,90,2026-01-27,CORRECT,100,2026-01-27T11:52:43.959153Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN27LIASBW-LIA,Liaoning Flying Leopards at Sichuan Blue Whales Winner?,90,2026-01-27,CORRECT,100,2026-01-25T14:56:46.11385Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN27FSTLEO-LEO,Fujian Sturgeons at Shenzhen Leopards Winner?,90,2026-01-27,CORRECT,100,2026-01-27T11:45:21.898139Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN27GLLSHAD-SHAD,Guangzhou Loong Lions at Shanghai Sharks Winner?,91,2026-01-27,CORRECT,100,2026-01-27T12:59:37.60246Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN27NINSHA-SHA,Ningbo Rockets at Shandong Kirin Winner?,91,2026-01-27,CORRECT,100,2026-01-27T12:37:32.557117Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN27XINNAN-XIN,Xinjiang Flying Tigers at Nanjing Monkey Kings Winner?,91,2026-01-27,WRONG,0,2026-01-27T13:12:53.566784Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN27XINNAN-NAN,Xinjiang Flying Tigers at Nanjing Monkey Kings Winner?,90,2026-01-27,CORRECT,100,2026-01-27T13:28:43.506904Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN27ZHEQIN-ZHE,Zhejiang Lions at Qingdao Eagles Winner?,90,2026-01-27,CORRECT,100,2026-01-27T12:04:15.199242Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME-26JAN27LMSHAH-LMS,Le Mans Sarthe Basket at Hapoel Holon BC Winner?,90,2026-01-27,CORRECT,100,2026-01-27T19:48:30.387013Z,KXFIBACHAMPLEAGUEGAME,FIBA Champions League Game
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME-26JAN27WURCHA-CHA,Wurzburg Baskets at Elan Chalon Winner?,90,2026-01-27,CORRECT,100,2026-01-27T20:25:46.146537Z,KXFIBACHAMPLEAGUEGAME,FIBA Champions League Game
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME-26JAN27TOFKAR-TOF,Tofas SK Bursa at AS Karditsas Winner?,91,2026-01-27,CORRECT,100,2026-01-27T18:43:58.378031Z,KXFIBACHAMPLEAGUEGAME,FIBA Champions League Game
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME-26JAN27GRCBAS-GRC,CB Gran Canaria at Basketball Nymburk Winner?,91,2026-01-27,CORRECT,100,2026-01-27T19:13:47.487213Z,KXFIBACHAMPLEAGUEGAME,FIBA Champions League Game
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME-26JAN27GSNRYV-GSN,Galatasaray SK at BC Rytas Vilnius Winner?,92,2026-01-27,CORRECT,100,2026-01-27T19:27:43.667314Z,KXFIBACHAMPLEAGUEGAME,FIBA Champions League Game
Sports > Other Sports,KXARGLNBGAME-26JAN26LUFFCO-FCO,La Union Formosa at Ferro Carril Oeste Winner?,95,2026-01-27,CORRECT,100,2026-01-27T01:01:47.759706Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXARGLNBGAME-26JAN26RACOBR-OBR,Racing de Chivilcoy at Obras Sanitarias Winner?,93,2026-01-27,CORRECT,100,2026-01-26T23:09:30.459402Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXKBLGAME-26JAN27PHOGOY-GOY,Mobis Phoebus at Goyang Skygunners Winner?,96,2026-01-27,CORRECT,100,2026-01-27T10:21:49.550284Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN27RMAPAR-PAR,Real Madrid at Paris Basketball Winner?,95,2026-01-27,CORRECT,100,2026-01-27T21:58:52.450518Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXCBAGAME-26JAN28BEDTIA-TIA,Beijing Ducks at Tianjin Pioneers Winner?,91,2026-01-28,CORRECT,100,2026-01-28T12:57:11.397347Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN28BEDTIA-BED,Beijing Ducks at Tianjin Pioneers Winner?,90,2026-01-28,WRONG,0,2026-01-28T12:38:55.021092Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN28JILGST-GST,Jilin Northeast Tigers at Guangdong Southern Tigers Winner?,90,2026-01-28,CORRECT,100,2026-01-28T03:23:33.516325Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28SHLGOL-GOL,Shiga Lakestars at Ryukyu Golden Kings Okinawa Winner?,90,2026-01-28,CORRECT,100,2026-01-28T10:43:11.390175Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28IBASRS-SRS,Ibaraki Robots at Sun Rockers Shibuya Winner?,90,2026-01-28,CORRECT,100,2026-01-28T11:36:08.300409Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28KBTSEN-SEN,Kawasaki Brave Thunders at Sendai 89Ers Winner?,92,2026-01-28,CORRECT,100,2026-01-28T11:18:06.921355Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28NAGSEM-SEM,Nagasaki Velca at Seahorses Mikawa Winner?,90,2026-01-28,CORRECT,100,2026-01-28T12:03:01.789282Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28SSMSAG-SSM,Shimane Susanoo Magic at Saga Ballooners Winner?,95,2026-01-28,WRONG,0,2026-01-26T13:40:34.547899Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28SSMSAG-SAG,Shimane Susanoo Magic at Saga Ballooners Winner?,94,2026-01-28,CORRECT,100,2026-01-28T11:06:26.502504Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28GCTLEV-LEV,Gunma Crane Thunders at Levanga Hokkaido Winner?,90,2026-01-28,CORRECT,100,2026-01-28T11:38:38.758197Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28BCOALP-BCO,Yokohama B-Corsairs at Koshigaya Alphas Winner?,94,2026-01-28,CORRECT,100,2026-01-28T11:22:57.131164Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28FENEVE-FEN,Fighting Eagles Nagoya at Osaka Evessa Winner?,92,2026-01-28,WRONG,0,2026-01-28T10:53:21.92801Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28FENEVE-EVE,Fighting Eagles Nagoya at Osaka Evessa Winner?,95,2026-01-28,CORRECT,100,2026-01-28T12:20:34.826004Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28TOYDID-DID,Toyama Grouses at Nagoya Diamond Dolphins Winner?,92,2026-01-28,CORRECT,100,2026-01-28T05:10:56.688949Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28HANDRA-HAN,Kyoto Hannaryz at Hiroshima Dragonflies Winner?,95,2026-01-28,WRONG,0,2026-01-28T11:26:56.895175Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28HANDRA-DRA,Kyoto Hannaryz at Hiroshima Dragonflies Winner?,91,2026-01-28,CORRECT,100,2026-01-28T11:00:14.817227Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28NEOALT-NEO,San-En Neophoenix at Altiri Chiba Winner?,93,2026-01-28,CORRECT,100,2026-01-28T10:35:27.532677Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28BREJET-JET,Utsunomiya Brex at Chiba Jets Funabashi Winner?,90,2026-01-28,CORRECT,100,2026-01-28T11:24:45.049447Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN28ALTANH-ALT,Alvark Tokyo at Akita Northern Happinets Winner?,91,2026-01-28,CORRECT,100,2026-01-28T10:23:09.692068Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME-26JAN28TRICAN-TRI,Pallacanestro Trieste 2004 at CB 1939 Canarias Winner?,91,2026-01-28,WRONG,0,2026-01-28T21:04:34.628298Z,KXFIBACHAMPLEAGUEGAME,FIBA Champions League Game
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME-26JAN28TRICAN-CAN,Pallacanestro Trieste 2004 at CB 1939 Canarias Winner?,90,2026-01-28,CORRECT,100,2026-01-28T20:13:50.829516Z,KXFIBACHAMPLEAGUEGAME,FIBA Champions League Game
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME-26JAN28MALBAD-BAD,CB Malaga at Club Joventut Badalona Winner?,91,2026-01-28,CORRECT,100,2026-01-28T19:46:50.195853Z,KXFIBACHAMPLEAGUEGAME,FIBA Champions League Game
Sports > Other Sports,KXFIBACHAMPLEAGUEGAME-26JAN28ALBAAEK-AEK,Alba Berlin at BC AEK Athens Winner?,90,2026-01-28,CORRECT,100,2026-01-28T18:50:21.664785Z,KXFIBACHAMPLEAGUEGAME,FIBA Champions League Game
Sports > Other Sports,KXARGLNBGAME-26JAN27QSEPLA-QSE,Quimsa Santiogo Del Estero at CA Platense Winner?,92,2026-01-28,CORRECT,100,2026-01-28T01:42:14.439695Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXARGLNBGAME-26JAN27QSEPLA-PLA,Quimsa Santiogo Del Estero at CA Platense Winner?,90,2026-01-28,WRONG,0,2026-01-28T01:06:27.336583Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXNBLGAME-26JAN28A36BRI-A36,Adelaide 36ers at Brisbane Bullets Winner?,92,2026-01-28,CORRECT,100,2026-01-27T01:31:48.652738Z,KXNBLGAME,NBL Basketball Game
Sports > Other Sports,KXNBLGAME-26JAN28SEMPER-PER,SE Melbourne Phoenix at Perth Wildcats Winner?,90,2026-01-28,CORRECT,100,2026-01-28T12:11:45.196442Z,KXNBLGAME,NBL Basketball Game
Sports > Other Sports,KXKBLGAME-26JAN28WONSAK-WON,Wonju DB Promy at LG Sakers Winner?,93,2026-01-28,CORRECT,100,2026-01-28T12:19:04.477956Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXKBLGAME-26JAN28WONSAK-SAK,Wonju DB Promy at LG Sakers Winner?,90,2026-01-28,WRONG,0,2026-01-28T11:17:15.284685Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXCBAGAME-26JAN29SHAZHE-ZHE,Shandong Kirin at Zhejiang Lions Winner?,94,2026-01-29,CORRECT,100,2026-01-29T12:06:32.820991Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN29SHAXZGB-ZGB,Shanxi Loongs at Zhejiang Golden Bulls Winner?,92,2026-01-29,CORRECT,100,2026-01-29T12:07:01.782677Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN29XINJIA-JIA,Xinjiang Flying Tigers at Jiangsu Dragons Winner?,92,2026-01-29,CORRECT,100,2026-01-29T12:52:13.308018Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN29LIANIN-NIN,Liaoning Flying Leopards at Ningbo Rockets Winner?,90,2026-01-29,CORRECT,100,2026-01-29T12:47:01.197289Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN29FSTGLL-FST,Fujian Sturgeons at Guangzhou Loong Lions Winner?,90,2026-01-29,CORRECT,100,2026-01-29T12:52:04.124216Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXARGLNBGAME-26JAN28BOCSMC-SMC,Boca Juniors at San Martin Corrientes Winner?,97,2026-01-29,CORRECT,100,2026-01-29T02:03:11.418373Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXARGLNBGAME-26JAN28LUFOBR-OBR,La Union Formosa at Obras Sanitarias Winner?,97,2026-01-29,CORRECT,100,2026-01-29T00:39:58.394253Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXNBLGAME-26JAN29ILLASYD-SYD,Illawarra Hawks at Sydney Kings Winner?,95,2026-01-29,CORRECT,100,2026-01-29T10:00:00.426043Z,KXNBLGAME,NBL Basketball Game
Sports > Other Sports,KXKBLGAME-26JAN29THUANY-THU,Samsung Thunders at Anyang Jungkwanjang Red Boosters Winner?,93,2026-01-29,CORRECT,100,2026-01-29T11:31:53.074157Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN29MTAVAL-VAL,Maccabi Tel-Aviv at Valencia Basket Winner?,90,2026-01-29,CORRECT,100,2026-01-29T21:29:46.876315Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN29KPBOLM-OLM,KK Partizan Belgrade at Olimpia Milano Winner?,91,2026-01-29,CORRECT,100,2026-01-29T19:58:49.87572Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN29EFSFEN-FEN,Anadolu Efes SK at Fenerbahce Istanbul Winner?,90,2026-01-29,CORRECT,100,2026-01-29T18:03:46.262003Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN29FCBOPI-OPI,FC Barcelona at BC Olympiakos Piraeus Winner?,90,2026-01-29,CORRECT,100,2026-01-29T19:31:27.449644Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN29BAYHTA-HTA,Bayern Munich at Hapoel Tel-Aviv Winner?,90,2026-01-29,WRONG,0,2026-01-29T19:41:57.249795Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN29BAYHTA-BAY,Bayern Munich at Hapoel Tel-Aviv Winner?,90,2026-01-29,CORRECT,100,2026-01-29T20:30:37.60377Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXLNBELITEGAME-26JAN30LIMSQB-LIM,Limoges CSP at Saint Quentin Winner?,92,2026-01-30,CORRECT,100,2026-01-30T21:29:24.415904Z,KXLNBELITEGAME,LNB Elite Game
Sports > Other Sports,KXCBAGAME-26JAN30LEOSHAD-SHAD,Shenzhen Leopards at Shanghai Sharks Winner?,91,2026-01-30,CORRECT,100,2026-01-30T12:39:11.948067Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN30SBWNAN-NAN,Sichuan Blue Whales at Nanjing Monkey Kings Winner?,90,2026-01-30,CORRECT,100,2026-01-29T02:51:58.389401Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN30QINBRF-BRF,Qingdao Eagles at Beijing Royal Fighters Winner?,92,2026-01-30,CORRECT,100,2026-01-30T13:19:41.44983Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXARGLNBGAME-26JAN29INDSLA-IND,Independiente de Oliva at CA San Lorenzo de Almagro Winner?,94,2026-01-30,CORRECT,100,2026-01-30T01:12:32.466244Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXNBLGAME-26JAN30MELNZB-NZB,Melbourne United at New Zealand Breakers Winner?,90,2026-01-30,CORRECT,100,2026-01-30T08:20:45.454836Z,KXNBLGAME,NBL Basketball Game
Sports > Other Sports,KXNBLGAME-26JAN30MELNZB-MEL,Melbourne United at New Zealand Breakers Winner?,90,2026-01-30,WRONG,0,2026-01-30T08:10:43.177446Z,KXNBLGAME,NBL Basketball Game
Sports > Other Sports,KXNBLGAME-26JAN30TASCAR-CAR,Tasmania Jackjumpers at Cairns Taipans Winner?,93,2026-01-30,CORRECT,100,2026-01-30T10:37:04.85735Z,KXNBLGAME,NBL Basketball Game
Sports > Other Sports,KXKBLGAME-26JAN30DAEWON-WON,Daegu Pegasus at Wonju DB Promy Winner?,93,2026-01-30,CORRECT,100,2026-01-30T11:18:38.139084Z,KXKBLGAME,Korea KBL Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN30PANASV-PAN,Panathinaikos BC at ASVEL Lyon-Villeurbanne Winner?,90,2026-01-30,CORRECT,100,2026-01-30T20:50:04.672132Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN30VIBMON-VIB,Virtus Bologna at AS Monaco Winner?,97,2026-01-30,CORRECT,100,2026-01-30T20:33:21.937157Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN30DUBCZV-CZV,Dubai Basketball at KK Crvena zvezda Belgrade Winner?,90,2026-01-30,CORRECT,100,2026-01-30T19:15:04.514657Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXEUROLEAGUEGAME-26JAN30ZALBVG-BVG,BC Zalgiris Kaunas at Baskonia Vitoria-Gasteiz Winner?,90,2026-01-30,CORRECT,100,2026-01-30T21:15:41.367358Z,KXEUROLEAGUEGAME,Euroleague Game
Sports > Other Sports,KXLNBELITEGAME-26JAN31LMSSIG-SIG,Le Mans Sarthe Basket at SIG Strasbourg Winner?,91,2026-01-31,CORRECT,100,2026-01-31T21:15:05.045254Z,KXLNBELITEGAME,LNB Elite Game
Sports > Other Sports,KXLNBELITEGAME-26JAN31CHANAN-NAN,Elan Chalon at Nanterre 92 Winner?,91,2026-01-31,CORRECT,100,2026-01-31T17:41:24.93565Z,KXLNBELITEGAME,LNB Elite Game
Sports > Other Sports,KXLNBELITEGAME-26JAN31GRASNB-GRA,BCM Gravelines Dunkerque at Sluc Nancy Basket Winner?,91,2026-01-31,CORRECT,100,2026-01-31T18:28:17.552406Z,KXLNBELITEGAME,LNB Elite Game
Sports > Other Sports,KXLNBELITEGAME-26JAN31JLBCHO-JLB,JL Bourg Basket at Cholet Basket Winner?,99,2026-01-31,WRONG,0,2026-01-31T17:10:50.629832Z,KXLNBELITEGAME,LNB Elite Game
Sports > Other Sports,KXLNBELITEGAME-26JAN31JLBCHO-CHO,JL Bourg Basket at Cholet Basket Winner?,93,2026-01-31,CORRECT,100,2026-01-31T17:07:38.84505Z,KXLNBELITEGAME,LNB Elite Game
Sports > Other Sports,KXCBAGAME-26JAN31ZGBZHE-ZHE,Zhejiang Golden Bulls at Zhejiang Lions Winner?,90,2026-01-31,CORRECT,100,2026-01-31T12:09:42.284145Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN31GLLSHA-SHA,Guangzhou Loong Lions at Shandong Kirin Winner?,90,2026-01-31,CORRECT,100,2026-01-31T11:43:46.719332Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN31SHAXJIL-SHAX,Shanxi Loongs at Jilin Northeast Tigers Winner?,90,2026-01-31,CORRECT,100,2026-01-31T12:50:50.900524Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXCBAGAME-26JAN31TIALIA-LIA,Tianjin Pioneers at Liaoning Flying Leopards Winner?,90,2026-01-31,CORRECT,100,2026-01-31T12:45:50.663747Z,KXCBAGAME,Chinese Basketball Association Game 
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31SRSKBT-SRS,Sun Rockers Shibuya at Kawasaki Brave Thunders Winner?,97,2026-01-31,WRONG,0,2026-01-30T04:38:00.693842Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31SRSKBT-KBT,Sun Rockers Shibuya at Kawasaki Brave Thunders Winner?,91,2026-01-31,CORRECT,100,2026-01-31T09:05:32.688458Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31TOYALT-ALT,Toyama Grouses at Alvark Tokyo Winner?,91,2026-01-31,CORRECT,100,2026-01-30T21:24:53.351662Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31GOLFEN-GOL,Ryukyu Golden Kings Okinawa at Fighting Eagles Nagoya Winner?,91,2026-01-31,CORRECT,100,2026-01-31T08:39:34.571558Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31GCTBRE-GCT,Gunma Crane Thunders at Utsunomiya Brex Winner?,91,2026-01-31,WRONG,0,2026-01-31T07:18:24.080287Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31GCTBRE-BRE,Gunma Crane Thunders at Utsunomiya Brex Winner?,92,2026-01-31,CORRECT,100,2026-01-31T07:38:38.886262Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31SEMIBA-SEM,Seahorses Mikawa at Ibaraki Robots Winner?,91,2026-01-31,CORRECT,100,2026-01-31T06:11:46.402652Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31SSMHAN-SSM,Shimane Susanoo Magic at Kyoto Hannaryz Winner?,90,2026-01-31,CORRECT,100,2026-01-31T06:25:47.937222Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31SSMHAN-HAN,Shimane Susanoo Magic at Kyoto Hannaryz Winner?,90,2026-01-31,WRONG,0,2026-01-31T08:01:35.064103Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31DRANAG-NAG,Hiroshima Dragonflies at Nagasaki Velca Winner?,90,2026-01-31,CORRECT,100,2026-01-31T06:10:28.120778Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31NEOSHL-NEO,San-En Neophoenix at Shiga Lakestars Winner?,94,2026-01-31,CORRECT,100,2026-01-31T05:55:42.250562Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31DIDBCO-DID,Nagoya Diamond Dolphins at Yokohama B-Corsairs Winner?,91,2026-01-31,CORRECT,100,2026-01-31T05:06:31.314659Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31JETSAG-SAG,Chiba Jets Funabashi at Saga Ballooners Winner?,94,2026-01-31,CORRECT,100,2026-01-31T05:51:46.04784Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31JETSAG-JET,Chiba Jets Funabashi at Saga Ballooners Winner?,90,2026-01-31,WRONG,0,2026-01-31T05:54:06.837473Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31ALPLEV-LEV,Koshigaya Alphas at Levanga Hokkaido Winner?,90,2026-01-31,CORRECT,100,2026-01-31T03:14:04.903135Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN30ALTSEN-ALT,Altiri Chiba at Sendai 89Ers Winner?,93,2026-01-31,CORRECT,100,2026-01-31T06:15:07.177423Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXJBLEAGUEGAME-26JAN31EVEANH-EVE,Osaka Evessa at Akita Northern Happinets Winner?,97,2026-01-31,CORRECT,100,2026-01-31T05:48:27.369293Z,KXJBLEAGUEGAME,Japan B League Game
Sports > Other Sports,KXARGLNBGAME-26JAN31SMCACC-ACC,San Martin Corrientes at IA Central Cordoba Winner?,92,2026-01-31,CORRECT,100,2026-01-31T15:43:42.316878Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXARGLNBGAME-26JAN30BOCREG-REG,Boca Juniors at Regatas Corrientes Winner?,95,2026-01-31,CORRECT,100,2026-01-31T02:29:08.85456Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXARGLNBGAME-26JAN30OLBRAC-RAC,Ciclista Olimpico de La Banda at Racing de Chivilcoy Winner?,95,2026-01-31,CORRECT,100,2026-01-31T01:05:56.106651Z,KXARGLNBGAME,Liga Nacional de Basquetbol Game
Sports > Other Sports,KXNBLGAME-26JAN31PERILLA-PER,Perth Wildcats at Illawarra Hawks Winner?,90,2026-01-31,CORRECT,100,2026-01-31T10:35:23.203338Z,KXNBLGAME,NBL Basketball Game
